"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
2023,"Newcastle Utd","Premier League","opponent",27,26.8,47.6,38,418,3420,38,31,23,54,29,2,5,80,2,39.6,35.7,29.7,65.3,600,1201,0.82,0.61,1.42,0.76,1.37,1.04,0.78,1.82,0.94,1.72,"https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats"
2023,"Nice","Ligue 1","team",34,26.5,51.5,38,418,3420,38,47,32,79,41,6,7,53,3,57.2,51.8,39.4,91.1,774,1534,1.24,0.84,2.08,1.08,1.92,1.51,1.04,2.54,1.36,2.4,"https://fbref.com/en/squads/132ebc33/Nice-Stats"
2023,"Nice","Ligue 1","opponent",34,26.3,48.5,38,418,3420,38,37,25,62,34,3,5,44,4,44.6,40.6,32.7,73.3,704,1606,0.97,0.66,1.63,0.89,1.55,1.17,0.86,2.04,1.07,1.93,"https://fbref.com/en/squads/132ebc33/Nice-Stats"
2023,"Nott'ham Forest","Premier League","team",33,26.5,37.6,38,418,3420,38,36,22,58,33,3,6,84,0,39.3,34.6,26.3,61,435,859,0.95,0.58,1.53,0.87,1.45,1.03,0.69,1.73,0.91,1.6,"https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats"
2023,"Nott'ham Forest","Premier League","opponent",33,26.8,62.8,38,418,3420,38,68,45,113,62,6,9,65,0,64.2,57.5,45,102.5,813,1904,1.79,1.18,2.97,1.63,2.82,1.69,1.18,2.87,1.51,2.7,"https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats"
2023,"Osasuna","La Liga","team",26,27.5,48,38,418,3420,38,36,30,66,32,4,5,93,7,39.4,35.5,28.2,63.7,545,1356,0.95,0.79,1.74,0.84,1.63,1.04,0.74,1.78,0.93,1.68,"https://fbref.com/en/squads/03c57e2b/Osasuna-Stats"
2023,"Osasuna","La Liga","opponent",26,27.4,52,38,418,3420,38,40,29,69,39,1,4,81,9,45.7,42.5,34.8,77.4,680,1371,1.05,0.76,1.82,1.03,1.79,1.2,0.92,2.12,1.12,2.04,"https://fbref.com/en/squads/03c57e2b/Osasuna-Stats"
2023,"Paris S-G","Ligue 1","team",26,26.9,60.7,38,418,3420,38,86,62,148,81,5,7,57,5,78.2,72.6,56.8,129.3,810,2029,2.26,1.63,3.89,2.13,3.76,2.06,1.49,3.55,1.91,3.4,"https://fbref.com/en/squads/e2d8892c/Paris-Saint-Germain-Stats"
2023,"Paris S-G","Ligue 1","opponent",26,26.1,39.3,38,418,3420,38,39,27,66,37,2,5,50,4,48.3,44.3,34.7,79,698,1316,1.03,0.71,1.74,0.97,1.68,1.27,0.91,2.18,1.17,2.08,"https://fbref.com/en/squads/e2d8892c/Paris-Saint-Germain-Stats"
2023,"RB Leipzig","Bundesliga","team",25,26.3,58.1,34,374,3060,34,64,39,103,58,6,7,69,2,62.7,57.4,43.2,100.6,599,1450,1.88,1.15,3.03,1.71,2.85,1.84,1.27,3.11,1.69,2.96,"https://fbref.com/en/squads/acbb6a5b/RB-Leipzig-Stats"
2023,"RB Leipzig","Bundesliga","opponent",25,26.6,41.9,34,374,3060,34,39,23,62,32,7,8,81,1,37.2,30.9,23.5,54.4,424,1009,1.15,0.68,1.82,0.94,1.62,1.09,0.69,1.79,0.91,1.6,"https://fbref.com/en/squads/acbb6a5b/RB-Leipzig-Stats"
2023,"Rayo Vallecano","La Liga","team",28,27.9,51.2,38,418,3420,38,41,29,70,37,4,8,90,6,43.9,37.8,30,67.8,703,1390,1.08,0.76,1.84,0.97,1.74,1.16,0.79,1.95,0.99,1.78,"https://fbref.com/en/squads/98e8af82/Rayo-Vallecano-Stats"
2023,"Rayo Vallecano","La Liga","opponent",28,27.3,48.8,38,418,3420,38,49,34,83,45,4,5,93,7,49.9,46.2,36.6,82.8,589,1231,1.29,0.89,2.18,1.18,2.08,1.31,0.96,2.28,1.22,2.18,"https://fbref.com/en/squads/98e8af82/Rayo-Vallecano-Stats"
2023,"Real Madrid","La Liga","team",26,27.4,60.9,38,418,3420,38,73,56,129,64,9,12,72,3,75.5,66.1,56.8,122.9,1008,2017,1.92,1.47,3.39,1.68,3.16,1.99,1.49,3.48,1.74,3.23,"https://fbref.com/en/squads/53a2f082/Real-Madrid-Stats"
2023,"Real Madrid","La Liga","opponent",26,27.3,39.1,38,418,3420,38,35,21,56,31,4,5,97,7,38.9,35,27.8,62.8,631,1189,0.92,0.55,1.47,0.82,1.37,1.02,0.73,1.76,0.92,1.65,"https://fbref.com/en/squads/53a2f082/Real-Madrid-Stats"
2023,"Real Sociedad","La Liga","team",30,25.9,54.6,38,418,3420,38,47,36,83,45,2,4,90,2,52.7,49.6,39.5,89.1,692,1483,1.24,0.95,2.18,1.18,2.13,1.39,1.04,2.43,1.3,2.34,"https://fbref.com/en/squads/e31d1cd9/Real-Sociedad-Stats"
2023,"Real Sociedad","La Liga","opponent",30,27.5,45.4,38,418,3420,38,33,26,59,32,1,2,98,10,33.4,31.8,25.2,57,575,1025,0.87,0.68,1.55,0.84,1.53,0.88,0.66,1.54,0.84,1.5,"https://fbref.com/en/squads/e31d1cd9/Real-Sociedad-Stats"
2023,"Reims","Ligue 1","team",34,24.9,48.7,38,418,3420,38,45,31,76,38,7,8,70,9,61.5,55.2,43.4,98.6,712,1717,1.18,0.82,2,1,1.82,1.62,1.14,2.76,1.45,2.59,"https://fbref.com/en/squads/7fdd64e0/Reims-Stats"
2023,"Reims","Ligue 1","opponent",34,26.4,51.3,38,418,3420,38,43,28,71,40,3,3,66,6,52.7,50.3,40.4,90.8,663,1588,1.13,0.74,1.87,1.05,1.79,1.39,1.06,2.45,1.32,2.39,"https://fbref.com/en/squads/7fdd64e0/Reims-Stats"
2023,"Rennes","Ligue 1","team",32,25.2,55.4,38,418,3420,38,66,47,113,63,3,3,58,6,61.4,59,45.4,104.4,774,1922,1.74,1.24,2.97,1.66,2.89,1.62,1.2,2.81,1.55,2.75,"https://fbref.com/en/squads/b3072e00/Rennes-Stats"
2023,"Rennes","Ligue 1","opponent",32,26.2,44.6,38,418,3420,38,38,27,65,35,3,5,55,5,44.1,40.2,30.4,70.6,564,1323,1,0.71,1.71,0.92,1.63,1.16,0.8,1.96,1.06,1.86,"https://fbref.com/en/squads/b3072e00/Rennes-Stats"
2023,"Roma","Serie A","team",30,27.4,48.6,38,418,3420,38,50,33,83,43,7,10,82,4,57.4,49.9,38.9,88.8,684,1217,1.32,0.87,2.18,1.13,2,1.51,1.02,2.53,1.31,2.34,"https://fbref.com/en/squads/cf74a709/Roma-Stats"
2023,"Roma","Serie A","opponent",30,26.6,51.4,38,418,3420,38,37,26,63,35,2,3,124,8,32.1,29.8,21.8,51.6,636,1362,0.97,0.68,1.66,0.92,1.61,0.84,0.57,1.42,0.78,1.36,"https://fbref.com/en/squads/cf74a709/Roma-Stats"
2023,"Salernitana","Serie A","team",30,27.2,44.9,38,418,3420,38,46,34,80,44,2,2,85,4,36.7,35.2,26.9,62,519,1089,1.21,0.89,2.11,1.16,2.05,0.96,0.71,1.67,0.93,1.63,"https://fbref.com/en/squads/c5577084/Salernitana-Stats"
2023,"Salernitana","Serie A","opponent",30,26.6,55.1,38,418,3420,38,62,40,102,55,7,11,74,6,67.1,58,44.7,102.7,770,1624,1.63,1.05,2.68,1.45,2.5,1.77,1.18,2.94,1.53,2.7,"https://fbref.com/en/squads/c5577084/Salernitana-Stats"
2023,"Sampdoria","Serie A","team",40,27.9,46.1,38,418,3420,38,23,18,41,22,1,2,108,3,34.1,32.5,24.4,56.9,466,1126,0.61,0.47,1.08,0.58,1.05,0.9,0.64,1.54,0.85,1.5,"https://fbref.com/en/squads/8ff9e3b3/Sampdoria-Stats"
2023,"Sampdoria","Serie A","opponent",40,26.7,53.9,38,418,3420,38,69,53,122,61,8,11,79,1,66.3,57.9,47.6,105.5,723,1603,1.82,1.39,3.21,1.61,3,1.75,1.25,3,1.52,2.78,"https://fbref.com/en/squads/8ff9e3b3/Sampdoria-Stats"
2023,"Sassuolo","Serie A","team",31,26.1,49.2,38,418,3420,38,46,30,76,37,9,10,90,6,51.6,43.9,36.1,80,761,1565,1.21,0.79,2,0.97,1.76,1.36,0.95,2.31,1.16,2.11,"https://fbref.com/en/squads/e2befd26/Sassuolo-Stats"
2023,"Sassuolo","Serie A","opponent",31,26.5,50.8,38,418,3420,38,59,44,103,55,4,4,86,4,49.7,47.1,38.7,85.8,672,1349,1.55,1.16,2.71,1.45,2.61,1.31,1.02,2.33,1.24,2.26,"https://fbref.com/en/squads/e2befd26/Sassuolo-Stats"
2023,"Schalke 04","Bundesliga","team",35,27.5,46,34,374,3060,34,32,24,56,28,4,5,68,1,39.6,35.9,28.7,64.6,415,934,0.94,0.71,1.65,0.82,1.53,1.16,0.84,2.01,1.06,1.9,"https://fbref.com/en/squads/c539e393/Schalke-04-Stats"
2023,"Schalke 04","Bundesliga","opponent",35,26.6,54,34,374,3060,34,70,50,120,65,5,6,78,3,57.1,52.5,40.7,93.1,577,1240,2.06,1.47,3.53,1.91,3.38,1.68,1.2,2.88,1.54,2.74,"https://fbref.com/en/squads/c539e393/Schalke-04-Stats"
2023,"Sevilla","La Liga","team",35,28.7,52.6,38,418,3420,38,47,31,78,43,4,5,120,13,46.3,42.4,32,74.5,558,1513,1.24,0.82,2.05,1.13,1.95,1.22,0.84,2.06,1.12,1.96,"https://fbref.com/en/squads/ad2be733/Sevilla-Stats"
2023,"Sevilla","La Liga","opponent",35,27.3,47.4,38,418,3420,38,51,40,91,49,2,3,95,8,54.2,51.8,42,93.7,643,1275,1.34,1.05,2.39,1.29,2.34,1.43,1.1,2.53,1.36,2.47,"https://fbref.com/en/squads/ad2be733/Sevilla-Stats"
2023,"Southampton","Premier League","team",36,24.7,44.5,38,418,3420,38,36,25,61,34,2,4,73,0,37.7,34.5,28.2,62.7,588,1125,0.95,0.66,1.61,0.89,1.55,0.99,0.74,1.73,0.91,1.65,"https://fbref.com/en/squads/33c895d4/Southampton-Stats"
2023,"Southampton","Premier League","opponent",36,26.7,55.6,38,418,3420,38,68,55,123,66,2,3,63,2,61,58.7,46.4,105,652,1735,1.79,1.45,3.24,1.74,3.18,1.61,1.22,2.83,1.54,2.76,"https://fbref.com/en/squads/33c895d4/Southampton-Stats"
2023,"Spezia","Serie A","team",34,25.7,47.4,38,418,3420,38,29,18,47,25,4,4,103,6,41.5,38.5,29.3,67.8,553,1163,0.76,0.47,1.24,0.66,1.13,1.09,0.77,1.86,1.01,1.78,"https://fbref.com/en/squads/68449f6d/Spezia-Stats"
2023,"Spezia","Serie A","opponent",34,27,52.6,38,418,3420,38,59,41,100,54,5,7,61,2,59.5,54,43.2,97.2,671,1440,1.55,1.08,2.63,1.42,2.5,1.57,1.14,2.7,1.42,2.56,"https://fbref.com/en/squads/68449f6d/Spezia-Stats"
2023,"Strasbourg","Ligue 1","team",29,27.3,45.9,38,418,3420,38,48,28,76,43,5,7,73,7,48.5,42.8,32.1,74.9,610,1351,1.26,0.74,2,1.13,1.87,1.28,0.84,2.12,1.13,1.97,"https://fbref.com/en/squads/c0d3eab4/Strasbourg-Stats"
2023,"Strasbourg","Ligue 1","opponent",29,26.2,54.1,38,418,3420,38,59,34,93,49,10,11,68,7,55.4,47.2,35,82.1,691,1478,1.55,0.89,2.45,1.29,2.18,1.46,0.92,2.38,1.24,2.16,"https://fbref.com/en/squads/c0d3eab4/Strasbourg-Stats"
2023,"Stuttgart","Bundesliga","team",30,24.7,50.2,34,374,3060,34,45,34,79,40,5,5,72,5,47.6,43.7,38.1,81.7,609,1278,1.32,1,2.32,1.18,2.18,1.4,1.12,2.52,1.28,2.4,"https://fbref.com/en/squads/598bc722/Stuttgart-Stats"
2023,"Stuttgart","Bundesliga","opponent",30,26.6,49.8,34,374,3060,34,56,39,95,50,6,6,78,1,45.2,40.6,32.1,72.7,461,1226,1.65,1.15,2.79,1.47,2.62,1.33,0.94,2.27,1.19,2.14,"https://fbref.com/en/squads/598bc722/Stuttgart-Stats"
2023,"Torino","Serie A","team",28,25.2,53.2,38,418,3420,38,41,34,75,39,2,2,81,0,41.8,40.2,35,75.2,684,1328,1.08,0.89,1.97,1.03,1.92,1.1,0.92,2.02,1.06,1.98,"https://fbref.com/en/squads/105360fe/Torino-Stats"
2023,"Torino","Serie A","opponent",28,26.6,46.8,38,418,3420,38,41,28,69,36,5,6,66,1,40,35.3,28.2,63.5,524,1100,1.08,0.74,1.82,0.95,1.68,1.05,0.74,1.79,0.93,1.67,"https://fbref.com/en/squads/105360fe/Torino-Stats"
2023,"Tottenham","Premier League","team",29,27.6,50,38,418,3420,38,68,46,114,63,5,6,77,3,57.1,52.4,43.1,95.5,692,1449,1.79,1.21,3,1.66,2.87,1.5,1.13,2.64,1.38,2.51,"https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats"
2023,"Tottenham","Premier League","opponent",29,26.7,50.1,38,418,3420,38,62,45,107,59,3,4,79,2,49.7,46.6,36.3,82.8,685,1516,1.63,1.18,2.82,1.55,2.74,1.31,0.95,2.26,1.23,2.18,"https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats"
2023,"Toulouse","Ligue 1","team",29,25.1,51.3,38,418,3420,38,50,33,83,46,4,4,62,3,52.5,49.4,35.8,85.2,648,1737,1.32,0.87,2.18,1.21,2.08,1.38,0.94,2.33,1.3,2.24,"https://fbref.com/en/squads/3f8c4b5f/Toulouse-Stats"
2023,"Toulouse","Ligue 1","opponent",29,26.4,48.7,38,418,3420,38,54,31,85,50,4,7,64,2,57,51.4,37.5,88.9,743,1597,1.42,0.82,2.24,1.32,2.13,1.5,0.99,2.49,1.35,2.34,"https://fbref.com/en/squads/3f8c4b5f/Toulouse-Stats"
2023,"Troyes","Ligue 1","team",32,25.8,42.6,38,418,3420,38,43,26,69,38,5,5,55,5,39.1,35.6,27.9,63.5,638,1235,1.13,0.68,1.82,1,1.68,1.03,0.73,1.76,0.94,1.67,"https://fbref.com/en/squads/54195385/Troyes-Stats"
2023,"Troyes","Ligue 1","opponent",32,26.4,57.4,38,418,3420,38,79,51,130,72,7,8,47,5,78,71.7,54.5,126.2,791,2004,2.08,1.34,3.42,1.89,3.24,2.05,1.43,3.49,1.89,3.32,"https://fbref.com/en/squads/54195385/Troyes-Stats"
2023,"Udinese","Serie A","team",30,26.1,48,38,418,3420,38,46,41,87,45,1,2,88,3,46.9,45.4,37.8,83.2,646,1354,1.21,1.08,2.29,1.18,2.26,1.24,0.99,2.23,1.2,2.19,"https://fbref.com/en/squads/04eea015/Udinese-Stats"
2023,"Udinese","Serie A","opponent",30,26.8,52,38,418,3420,38,46,32,78,40,6,7,86,3,51.8,46.7,36.5,83.1,631,1462,1.21,0.84,2.05,1.05,1.89,1.36,0.96,2.32,1.23,2.19,"https://fbref.com/en/squads/04eea015/Udinese-Stats"
2023,"Union Berlin","Bundesliga","team",28,27.9,43.8,34,374,3060,34,49,38,87,46,3,7,65,2,37.9,32.5,25.9,58.4,375,1012,1.44,1.12,2.56,1.35,2.47,1.12,0.76,1.88,0.95,1.72,"https://fbref.com/en/squads/7a41008f/Union-Berlin-Stats"
2023,"Union Berlin","Bundesliga","opponent",28,26.3,56.2,34,374,3060,34,38,26,64,31,7,7,61,3,42.6,37.1,30.5,67.6,525,1334,1.12,0.76,1.88,0.91,1.68,1.25,0.9,2.15,1.09,1.99,"https://fbref.com/en/squads/7a41008f/Union-Berlin-Stats"
2023,"Valencia","La Liga","team",28,24.2,52,38,418,3420,38,40,23,63,35,5,8,92,8,49.3,43,32.5,75.5,786,1472,1.05,0.61,1.66,0.92,1.53,1.3,0.86,2.15,1.13,1.99,"https://fbref.com/en/squads/dcc91a7b/Valencia-Stats"
2023,"Valencia","La Liga","opponent",28,27.5,48,38,418,3420,38,43,34,77,41,2,5,127,10,43.5,39.7,32.3,72,480,1225,1.13,0.89,2.03,1.08,1.97,1.14,0.85,1.99,1.04,1.89,"https://fbref.com/en/squads/dcc91a7b/Valencia-Stats"
2023,"Valladolid","La Liga","team",36,27.4,48.7,38,418,3420,38,32,24,56,29,3,4,94,6,38.6,35.5,28.4,63.9,610,1244,0.84,0.63,1.47,0.76,1.39,1.02,0.75,1.76,0.93,1.68,"https://fbref.com/en/squads/17859612/Valladolid-Stats"
2023,"Valladolid","La Liga","opponent",36,27.4,51.3,38,418,3420,38,62,46,108,56,6,10,66,2,64.9,57.3,46.4,103.7,723,1486,1.63,1.21,2.84,1.47,2.68,1.71,1.22,2.93,1.51,2.73,"https://fbref.com/en/squads/17859612/Valladolid-Stats"
2023,"Villarreal","La Liga","team",32,28.4,56.9,38,418,3420,38,57,33,90,53,4,7,91,4,61.7,56.1,43.1,99.3,846,1622,1.5,0.87,2.37,1.39,2.26,1.62,1.13,2.76,1.48,2.61,"https://fbref.com/en/squads/2a8183b3/Villarreal-Stats"
2023,"Villarreal","La Liga","opponent",32,27.2,43.1,38,418,3420,38,39,29,68,35,4,4,105,5,50.3,47.2,36.2,83.3,640,1242,1.03,0.76,1.79,0.92,1.68,1.32,0.95,2.28,1.24,2.19,"https://fbref.com/en/squads/2a8183b3/Villarreal-Stats"
2023,"Werder Bremen","Bundesliga","team",25,27.4,49.3,34,374,3060,34,50,37,87,45,5,6,76,1,41.1,36.4,29,65.4,412,1140,1.47,1.09,2.56,1.32,2.41,1.21,0.85,2.06,1.07,1.92,"https://fbref.com/en/squads/62add3bf/Werder-Bremen-Stats"
2023,"Werder Bremen","Bundesliga","opponent",25,26.5,50.7,34,374,3060,34,62,50,112,60,2,3,66,0,52.9,50.6,38.4,89,574,1303,1.82,1.47,3.29,1.76,3.24,1.56,1.13,2.69,1.49,2.62,"https://fbref.com/en/squads/62add3bf/Werder-Bremen-Stats"
2023,"West Ham","Premier League","team",25,28.2,42.1,38,418,3420,38,41,25,66,35,6,8,44,0,49.2,43.7,32.7,76.4,614,1274,1.08,0.66,1.74,0.92,1.58,1.29,0.86,2.15,1.15,2.01,"https://fbref.com/en/squads/7c21e445/West-Ham-United-Stats"
2023,"West Ham","Premier League","opponent",25,26.6,58.2,38,418,3420,38,54,42,96,50,4,6,54,0,53,48.4,39.8,88.2,805,1721,1.42,1.11,2.53,1.32,2.42,1.4,1.05,2.44,1.27,2.32,"https://fbref.com/en/squads/7c21e445/West-Ham-United-Stats"
2023,"Wolfsburg","Bundesliga","team",28,24.8,50.6,34,374,3060,34,55,44,99,51,4,7,63,0,51.3,45.8,39.2,84.9,455,1306,1.62,1.29,2.91,1.5,2.79,1.51,1.15,2.66,1.35,2.5,"https://fbref.com/en/squads/4eaa11d7/Wolfsburg-Stats"
2023,"Wolfsburg","Bundesliga","opponent",28,26.5,49.4,34,374,3060,34,45,33,78,41,4,7,78,2,51.3,45.8,36.3,82.2,467,1157,1.32,0.97,2.29,1.21,2.18,1.51,1.07,2.58,1.35,2.42,"https://fbref.com/en/squads/4eaa11d7/Wolfsburg-Stats"
2023,"Wolves","Premier League","team",32,26.7,49.9,38,418,3420,38,28,12,40,25,3,3,85,6,36.8,34.5,25.4,59.9,610,1343,0.74,0.32,1.05,0.66,0.97,0.97,0.67,1.64,0.91,1.58,"https://fbref.com/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats"
2023,"Wolves","Premier League","opponent",32,26.4,49.8,38,418,3420,38,57,44,101,55,2,4,75,0,59.9,56.7,44.2,100.9,702,1596,1.5,1.16,2.66,1.45,2.61,1.58,1.16,2.74,1.49,2.66,"https://fbref.com/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats"
