,PLAYER_VALUE
0,18.197537192638155
1,17.553180176247643
2,17.50439001207821
3,17.45309671769066
4,17.034386382832476
5,16.38045991542581
6,17.72753356339242
7,16.811242831518264
8,16.38045991542581
9,18.31532022829454
10,17.281246460764002
11,16.11809565095832
12,16.811242831518264
13,18.197537192638155
14,18.064005800013632
15,16.523560759066484
16,18.51599092375669
17,18.132998671500584
18,16.811242831518264
19,19.008467408854486
20,17.909855120186375
21,17.98989782785991
22,17.034386382832476
23,15.89495209964411
24,17.553180176247643
25,17.034386382832476
26,17.822843743196746
27,17.034386382832476
28,14.914122846632385
29,17.37085861945369
30,17.034386382832476
31,15.60727002719233
32,16.811242831518264
33,16.523560759066484
34,18.31532022829454
35,17.37085861945369
36,17.034386382832476
37,18.197537192638155
38,17.37085861945369
39,18.60300230074632
40,16.70588231586044
41,16.300417207752275
42,16.300417207752275
43,18.132998671500584
44,17.034386382832476
45,17.822843743196746
46,17.50439001207821
47,16.70588231586044
48,16.523560759066484
49,16.012735135300492
50,14.508657738524219
51,17.37085861945369
52,17.37085861945369
53,16.11809565095832
54,17.98989782785991
55,15.424948470398375
56,18.197537192638155
57,16.523560759066484
58,17.45309671769066
59,17.281246460764002
60,17.034386382832476
61,16.523560759066484
62,17.909855120186375
63,17.822843743196746
64,13.815510557964274
65,17.822843743196746
66,17.72753356339242
67,16.523560759066484
68,17.034386382832476
69,16.588099280204055
70,17.14771506813948
71,15.201804919084164
72,17.72753356339242
73,17.37085861945369
74,16.811242831518264
75,16.70588231586044
76,17.553180176247643
77,16.90655301132259
78,17.50439001207821
79,17.034386382832476
80,17.50439001207821
81,17.034386382832476
82,16.90655301132259
83,16.811242831518264
84,16.38045991542581
85,13.592367006650065
86,18.132998671500584
87,18.197537192638155
88,17.622173047734595
89,17.034386382832476
90,16.70588231586044
91,17.909855120186375
92,15.60727002719233
93,16.523560759066484
94,16.523560759066484
95,16.300417207752275
96,17.45309671769066
97,17.37085861945369
98,16.90655301132259
99,16.300417207752275
100,15.201804919084164
101,17.50439001207821
102,16.70588231586044
103,17.98989782785991
104,17.553180176247643
105,16.38045991542581
106,16.90655301132259
107,16.523560759066484
108,16.300417207752275
109,16.11809565095832
110,15.761420707019587
111,14.22097566607244
112,12.765688433465597
113,16.588099280204055
114,18.132998671500584
115,17.822843743196746
116,17.72753356339242
117,17.98989782785991
118,17.98989782785991
119,16.70588231586044
120,17.909855120186375
121,16.70588231586044
122,16.523560759066484
123,16.11809565095832
124,15.761420707019587
125,16.523560759066484
126,17.50439001207821
127,16.811242831518264
128,16.11809565095832
129,16.523560759066484
130,13.304684934198283
131,17.622173047734595
132,17.50439001207821
133,16.70588231586044
134,16.70588231586044
135,15.761420707019587
136,17.72753356339242
137,17.72753356339242
138,15.60727002719233
139,18.31532022829454
140,17.686711568872166
141,17.622173047734595
142,16.11809565095832
143,15.319587954740548
144,16.38045991542581
145,16.11809565095832
146,15.60727002719233
147,16.213405830762646
148,14.914122846632385
149,14.73180128983843
150,18.064005800013632
151,17.45309671769066
152,17.034386382832476
153,13.815510557964274
154,17.553180176247643
155,15.89495209964411
156,17.37085861945369
157,17.281246460764002
158,15.60727002719233
159,17.281246460764002
160,16.523560759066484
161,18.064005800013632
162,16.588099280204055
163,17.216707939626428
164,17.034386382832476
165,16.588099280204055
166,15.424948470398375
167,12.206072645530174
168,17.281246460764002
169,16.300417207752275
170,16.11809565095832
171,18.132998671500584
172,16.300417207752275
173,15.89495209964411
174,15.60727002719233
175,17.98989782785991
176,16.300417207752275
177,15.424948470398375
178,13.997832114758229
179,12.611537753638338
180,17.281246460764002
181,16.90655301132259
182,16.90655301132259
183,17.216707939626428
184,16.11809565095832
185,15.761420707019587
186,17.034386382832476
187,16.90655301132259
188,16.811242831518264
189,15.89495209964411
190,16.523560759066484
191,16.523560759066484
192,17.034386382832476
193,13.304684934198283
194,17.216707939626428
195,16.523560759066484
196,17.553180176247643
197,17.50439001207821
198,17.111347423968603
199,15.60727002719233
200,17.14771506813948
201,16.11809565095832
202,17.14771506813948
203,16.300417207752275
204,17.50439001207821
205,16.300417207752275
206,16.300417207752275
207,17.216707939626428
208,16.90655301132259
209,14.508657738524219
210,16.90655301132259
211,16.38045991542581
212,15.60727002719233
213,16.523560759066484
214,17.50439001207821
215,16.11809565095832
216,15.424948470398375
217,14.508657738524219
218,17.622173047734595
219,16.70588231586044
220,14.22097566607244
221,13.592367006650065
222,13.815510557964274
223,16.951004773893423
224,16.811242831518264
225,17.14771506813948
226,16.454567887579532
227,16.11809565095832
228,17.034386382832476
229,16.523560759066484
230,16.300417207752275
231,15.60727002719233
232,14.508657738524219
233,16.811242831518264
234,16.523560759066484
235,16.523560759066484
236,16.300417207752275
237,14.508657738524219
238,16.300417207752275
239,16.300417207752275
240,17.034386382832476
241,16.811242831518264
242,16.11809565095832
243,17.034386382832476
244,16.811242831518264
245,14.73180128983843
246,17.034386382832476
247,17.034386382832476
248,15.761420707019587
249,13.815510557964274
250,17.909855120186375
251,17.37085861945369
252,16.70588231586044
253,16.70588231586044
254,14.73180128983843
255,17.37085861945369
256,16.90655301132259
257,16.70588231586044
258,13.710150042306449
259,16.300417207752275
260,13.997832114758229
261,16.11809565095832
262,16.012735135300492
263,18.31532022829454
264,17.37085861945369
265,14.403297222866392
266,16.012735135300492
267,17.622173047734595
268,16.90655301132259
269,16.64872390202049
270,15.60727002719233
271,17.034386382832476
272,16.300417207752275
273,17.45309671769066
274,16.90655301132259
275,16.300417207752275
276,15.761420707019587
277,12.429216196844383
278,16.811242831518264
279,16.70588231586044
280,16.454567887579532
281,16.213405830762646
282,15.068273526459642
283,15.068273526459642
284,16.300417207752275
285,15.761420707019587
286,17.034386382832476
287,14.508657738524219
288,17.281246460764002
289,15.761420707019587
290,17.45309671769066
291,16.523560759066484
292,15.319587954740548
293,16.213405830762646
294,16.012735135300492
295,15.89495209964411
296,15.89495209964411
297,15.424948470398375
298,16.11809565095832
299,13.815510557964274
300,16.811242831518264
301,16.38045991542581
302,16.11809565095832
303,16.11809565095832
304,16.70588231586044
305,16.38045991542581
306,16.11809565095832
307,16.11809565095832
308,16.012735135300492
309,17.034386382832476
310,15.201804919084164
311,16.588099280204055
312,13.815510557964274
313,17.622173047734595
314,16.454567887579532
315,16.588099280204055
316,16.300417207752275
317,16.012735135300492
318,15.424948470398375
319,12.89921982609012
320,17.14771506813948
321,15.89495209964411
322,16.811242831518264
323,16.811242831518264
324,17.034386382832476
325,16.11809565095832
326,15.424948470398375
327,15.201804919084164
328,14.508657738524219
329,16.70588231586044
330,16.300417207752275
331,16.11809565095832
332,14.73180128983843
333,14.508657738524219
334,14.403297222866392
335,15.068273526459642
336,16.811242831518264
337,15.89495209964411
338,15.60727002719233
339,17.14771506813948
340,14.508657738524219
341,13.304684934198283
342,16.588099280204055
343,16.213405830762646
344,15.89495209964411
345,15.89495209964411
346,15.424948470398375
347,13.304684934198283
348,17.50439001207821
349,17.45309671769066
350,16.11809565095832
351,15.89495209964411
352,14.403297222866392
353,13.304684934198283
354,17.034386382832476
355,15.89495209964411
356,15.89495209964411
357,15.424948470398375
358,16.588099280204055
359,16.454567887579532
360,14.73180128983843
361,14.73180128983843
362,14.508657738524219
363,14.22097566607244
364,17.14771506813948
365,17.034386382832476
366,16.811242831518264
367,16.588099280204055
368,16.90655301132259
369,16.588099280204055
370,15.89495209964411
371,14.914122846632385
372,14.508657738524219
373,16.70588231586044
374,16.38045991542581
375,16.300417207752275
376,17.37085861945369
377,17.034386382832476
378,16.012735135300492
379,17.37085861945369
380,14.508657738524219
381,16.70588231586044
382,16.454567887579532
383,14.914122846632385
384,16.70588231586044
385,16.11809565095832
386,16.38045991542581
387,15.068273526459642
388,14.403297222866392
389,16.70588231586044
390,16.11809565095832
391,14.914122846632385
392,14.508657738524219
393,13.997832114758229
394,17.034386382832476
395,15.424948470398375
396,16.90655301132259
397,16.90655301132259
398,16.70588231586044
399,16.523560759066484
400,16.300417207752275
401,16.70588231586044
402,16.012735135300492
403,15.89495209964411
404,15.60727002719233
405,13.710150042306449
406,17.37085861945369
407,17.216707939626428
408,16.11809565095832
409,13.592367006650065
410,16.90655301132259
411,14.508657738524219
412,13.997832114758229
413,17.37085861945369
414,14.914122846632385
415,14.508657738524219
416,16.11809565095832
417,15.424948470398375
418,12.89921982609012
419,15.761420707019587
420,17.50439001207821
421,16.90655301132259
422,17.45309671769066
423,14.914122846632385
424,16.523560759066484
425,15.761420707019587
426,15.424948470398375
427,16.70588231586044
428,16.588099280204055
429,14.508657738524219
430,13.815510557964274
431,16.523560759066484
432,14.914122846632385
433,16.523560759066484
434,15.068273526459642
435,17.50439001207821
436,14.403297222866392
437,16.70588231586044
438,16.300417207752275
439,14.508657738524219
440,14.22097566607244
441,13.122363377404328
442,16.70588231586044
443,13.122363377404328
444,16.70588231586044
445,14.914122846632385
446,14.508657738524219
447,16.588099280204055
448,15.60727002719233
449,13.997832114758229
450,16.90655301132259
451,16.811242831518264
452,16.70588231586044
453,15.89495209964411
454,15.60727002719233
455,14.508657738524219
456,14.22097566607244
457,13.997832114758229
458,16.811242831518264
459,16.811242831518264
460,16.11809565095832
461,15.201804919084164
462,14.603967918328545
463,16.64872390202049
464,16.90655301132259
465,16.11809565095832
466,14.22097566607244
467,16.012735135300492
468,14.508657738524219
469,13.122363377404328
470,16.300417207752275
471,14.22097566607244
472,16.811242831518264
473,16.012735135300492
474,15.201804919084164
475,17.98989782785991
476,17.14771506813948
477,16.11809565095832
478,15.761420707019587
479,15.319587954740548
480,17.98989782785991
481,16.11809565095832
482,17.98989782785991
483,16.70588231586044
484,15.424948470398375
485,16.300417207752275
486,16.11809565095832
487,17.553180176247643
488,17.50439001207821
489,17.281246460764002
490,17.034386382832476
491,16.811242831518264
492,16.523560759066484
493,15.424948470398375
494,17.909855120186375
495,17.37085861945369
496,19.008467408854486
497,16.811242831518264
498,15.068273526459642
499,16.90655301132259
500,16.012735135300492
501,15.761420707019587
502,15.60727002719233
503,16.70588231586044
504,15.424948470398375
505,16.11809565095832
506,15.424948470398375
507,12.611537753638338
508,16.454567887579532
509,16.012735135300492
510,16.811242831518264
511,15.60727002719233
512,15.60727002719233
513,16.70588231586044
514,16.523560759066484
515,17.216707939626428
516,14.914122846632385
517,17.14771506813948
518,17.37085861945369
519,16.90655301132259
520,11.918390573078392
521,17.216707939626428
522,16.11809565095832
523,15.60727002719233
524,15.60727002719233
525,15.60727002719233
526,16.811242831518264
527,15.761420707019587
528,17.216707939626428
529,13.592367006650065
530,17.034386382832476
531,15.761420707019587
532,15.424948470398375
533,14.508657738524219
534,13.815510557964274
535,17.14771506813948
536,16.70588231586044
537,15.60727002719233
538,15.60727002719233
539,16.523560759066484
540,15.424948470398375
541,16.811242831518264
542,16.523560759066484
543,15.89495209964411
544,15.761420707019587
545,17.034386382832476
546,16.012735135300492
547,14.73180128983843
548,13.592367006650065
549,13.122363377404328
550,16.012735135300492
551,17.034386382832476
552,16.300417207752275
553,16.11809565095832
554,15.424948470398375
555,17.034386382832476
556,16.454567887579532
557,16.38045991542581
558,14.508657738524219
559,17.216707939626428
560,15.424948470398375
561,15.89495209964411
562,15.89495209964411
563,16.70588231586044
564,16.454567887579532
565,16.300417207752275
566,15.89495209964411
567,15.201804919084164
568,16.11809565095832
569,16.11809565095832
570,15.60727002719233
571,15.424948470398375
572,16.70588231586044
573,15.89495209964411
574,16.454567887579532
575,15.761420707019587
576,14.508657738524219
577,16.588099280204055
578,16.11809565095832
579,17.034386382832476
580,16.90655301132259
581,16.588099280204055
582,16.300417207752275
583,16.523560759066484
584,16.300417207752275
585,14.403297222866392
586,13.122363377404328
587,16.811242831518264
588,16.70588231586044
589,15.424948470398375
590,15.201804919084164
591,17.216707939626428
592,16.300417207752275
593,15.761420707019587
594,13.304684934198283
595,15.761420707019587
596,14.73180128983843
597,15.89495209964411
598,15.761420707019587
599,13.815510557964274
600,15.60727002719233
601,15.319587954740548
602,12.611537753638338
603,15.89495209964411
604,15.60727002719233
605,14.73180128983843
606,15.319587954740548
607,16.523560759066484
608,15.761420707019587
609,14.73180128983843
610,16.11809565095832
611,15.60727002719233
612,16.811242831518264
613,16.588099280204055
614,16.588099280204055
615,16.11809565095832
616,15.424948470398375
617,13.304684934198283
618,15.319587954740548
619,14.73180128983843
620,16.11809565095832
621,14.73180128983843
622,11.918390573078392
623,16.012735135300492
624,14.22097566607244
625,16.588099280204055
626,15.424948470398375
627,16.012735135300492
628,15.424948470398375
629,16.811242831518264
630,15.201804919084164
631,16.454567887579532
632,15.89495209964411
633,15.761420707019587
634,17.909855120186375
635,16.90655301132259
636,16.90655301132259
637,15.424948470398375
638,12.89921982609012
639,15.201804919084164
640,14.914122846632385
641,13.815510557964274
642,14.508657738524219
643,16.70588231586044
644,15.60727002719233
645,15.319587954740548
646,14.508657738524219
647,17.281246460764002
648,16.012735135300492
649,15.068273526459642
650,16.012735135300492
651,15.89495209964411
652,15.60727002719233
653,14.403297222866392
654,17.37085861945369
655,15.424948470398375
656,15.201804919084164
657,14.508657738524219
658,13.122363377404328
659,15.89495209964411
660,14.73180128983843
661,14.73180128983843
662,13.997832114758229
663,13.815510557964274
664,15.424948470398375
665,14.22097566607244
666,14.914122846632385
667,14.508657738524219
668,16.11809565095832
669,13.815510557964274
670,16.11809565095832
671,14.914122846632385
672,16.811242831518264
673,14.73180128983843
674,14.603967918328545
675,13.815510557964274
676,14.508657738524219
677,14.73180128983843
678,15.89495209964411
679,15.201804919084164
680,14.22097566607244
681,13.122363377404328
682,15.830413578506539
683,15.201804919084164
684,14.22097566607244
685,13.815510557964274
686,13.458835614025542
687,14.914122846632385
688,15.424948470398375
689,14.73180128983843
690,12.765688433465597
691,16.012735135300492
692,15.830413578506539
693,15.60727002719233
694,15.201804919084164
695,12.429216196844383
696,13.592367006650065
697,15.60727002719233
698,15.068273526459642
699,13.997832114758229
700,16.11809565095832
701,17.216707939626428
702,13.997832114758229
703,13.458835614025542
704,12.89921982609012
705,15.761420707019587
706,15.424948470398375
707,15.068273526459642
708,14.73180128983843
709,14.403297222866392
710,15.60727002719233
711,14.73180128983843
712,14.508657738524219
713,15.201804919084164
714,14.73180128983843
715,14.508657738524219
716,16.012735135300492
717,15.424948470398375
718,15.319587954740548
719,13.997832114758229
720,12.89921982609012
721,16.11809565095832
722,15.60727002719233
723,13.304684934198283
724,15.761420707019587
725,13.592367006650065
726,14.73180128983843
727,14.22097566607244
728,15.89495209964411
729,15.60727002719233
730,15.424948470398375
731,14.914122846632385
732,13.815510557964274
733,12.429216196844383
734,14.73180128983843
735,13.997832114758229
736,15.319587954740548
737,15.319587954740548
738,13.710150042306449
739,13.710150042306449
740,16.11809565095832
741,15.60727002719233
742,14.73180128983843
743,16.11809565095832
744,14.914122846632385
745,13.122363377404328
746,11.918390573078392
747,13.304684934198283
748,12.89921982609012
749,16.70588231586044
750,13.997832114758229
751,13.997832114758229
752,15.761420707019587
753,15.201804919084164
754,15.068273526459642
755,13.710150042306449
756,12.89921982609012
757,15.761420707019587
758,14.508657738524219
759,13.304684934198283
760,15.201804919084164
761,14.22097566607244
762,13.997832114758229
763,13.815510557964274
764,15.60727002719233
765,13.458835614025542
766,15.424948470398375
767,14.73180128983843
768,12.611537753638338
769,16.811242831518264
770,14.508657738524219
771,15.89495209964411
772,11.918390573078392
773,13.997832114758229
774,13.710150042306449
775,15.60727002719233
776,15.319587954740548
777,15.201804919084164
778,16.11809565095832
779,15.60727002719233
780,13.997832114758229
781,12.429216196844383
782,14.73180128983843
783,13.815510557964274
784,13.592367006650065
785,14.73180128983843
786,13.997832114758229
787,15.60727002719233
788,16.300417207752275
789,14.403297222866392
790,14.22097566607244
791,13.997832114758229
792,14.22097566607244
793,13.122363377404328
794,16.11809565095832
795,14.914122846632385
796,14.73180128983843
797,16.012735135300492
798,16.300417207752275
799,14.73180128983843
800,14.22097566607244
801,14.22097566607244
802,13.815510557964274
803,15.424948470398375
804,15.424948470398375
805,14.508657738524219
806,14.508657738524219
807,15.201804919084164
808,13.815510557964274
809,14.22097566607244
810,13.997832114758229
811,15.201804919084164
812,14.914122846632385
813,14.914122846632385
814,14.508657738524219
815,13.997832114758229
816,14.914122846632385
817,14.508657738524219
818,12.89921982609012
819,15.319587954740548
820,16.11809565095832
821,14.73180128983843
822,13.122363377404328
823,13.122363377404328
824,15.424948470398375
825,14.22097566607244
826,14.914122846632385
827,14.73180128983843
828,14.508657738524219
829,12.429216196844383
830,11.512925464970229
831,15.068273526459642
832,14.508657738524219
833,11.918390573078392
834,15.201804919084164
835,14.508657738524219
836,15.319587954740548
837,14.508657738524219
838,14.22097566607244
839,13.458835614025542
840,13.122363377404328
841,12.429216196844383
842,11.512925464970229
843,14.508657738524219
844,13.997832114758229
845,13.997832114758229
846,13.764217263576723
847,13.122363377404328
848,15.60727002719233
849,15.201804919084164
850,14.73180128983843
851,15.89495209964411
852,14.914122846632385
853,14.508657738524219
854,14.403297222866392
855,14.22097566607244
856,14.73180128983843
857,13.710150042306449
858,12.89921982609012
859,14.508657738524219
860,13.458835614025542
861,12.89921982609012
862,12.206072645530174
863,14.914122846632385
864,14.22097566607244
865,12.206072645530174
866,15.761420707019587
867,13.710150042306449
868,12.429216196844383
869,14.73180128983843
870,14.22097566607244
871,13.122363377404328
872,15.89495209964411
873,13.304684934198283
874,13.304684934198283
875,11.918390573078392
876,15.60727002719233
877,13.997832114758229
878,12.429216196844383
879,14.914122846632385
880,14.73180128983843
881,14.22097566607244
882,13.710150042306449
883,14.508657738524219
884,13.815510557964274
885,13.592367006650065
886,13.458835614025542
887,13.122363377404328
888,14.73180128983843
889,12.89921982609012
890,12.765688433465597
891,13.997832114758229
892,13.304684934198283
893,15.424948470398375
894,14.403297222866392
895,14.403297222866392
896,13.592367006650065
897,13.997832114758229
898,14.508657738524219
899,13.710150042306449
900,13.592367006650065
901,11.512925464970229
902,11.512925464970229
903,14.508657738524219
904,13.997832114758229
905,14.73180128983843
906,13.815510557964274
907,13.122363377404328
908,11.918390573078392
909,15.761420707019587
910,14.914122846632385
911,14.73180128983843
912,13.815510557964274
913,13.017002861746503
914,12.429216196844383
915,11.512925464970229
916,15.201804919084164
917,13.304684934198283
918,12.206072645530174
919,13.017002861746503
920,14.73180128983843
921,13.710150042306449
922,13.458835614025542
923,13.122363377404328
924,12.429216196844383
925,14.508657738524219
926,15.60727002719233
927,14.508657738524219
928,13.592367006650065
929,13.122363377404328
930,14.508657738524219
931,14.22097566607244
932,13.592367006650065
933,14.73180128983843
934,14.403297222866392
935,14.73180128983843
936,14.403297222866392
937,13.304684934198283
938,12.429216196844383
939,11.918390573078392
940,14.22097566607244
941,14.22097566607244
942,12.429216196844383
943,12.206072645530174
944,11.918390573078392
945,14.73180128983843
946,14.346138809026444
947,12.89921982609012
948,12.206072645530174
949,11.512925464970229
950,13.997832114758229
951,12.89921982609012
952,12.206072645530174
953,13.458835614025542
954,12.89921982609012
955,13.710150042306449
956,12.206072645530174
957,11.918390573078392
958,11.512925464970229
959,14.508657738524219
960,14.22097566607244
961,13.710150042306449
962,13.122363377404328
963,12.89921982609012
964,12.611537753638338
965,11.512925464970229
966,18.064005800013632
967,17.50439001207821
968,17.281246460764002
969,15.60727002719233
970,14.508657738524219
971,17.034386382832476
972,16.300417207752275
973,15.89495209964411
974,15.424948470398375
975,18.258161814454592
976,18.258161814454592
977,16.523560759066484
978,16.300417207752275
979,16.11809565095832
980,15.424948470398375
981,18.82614585206053
982,15.424948470398375
983,18.420680743952367
984,17.034386382832476
985,17.034386382832476
986,15.60727002719233
987,14.73180128983843
988,18.064005800013632
989,17.909855120186375
990,17.50439001207821
991,16.11809565095832
992,13.122363377404328
993,15.424948470398375
994,15.424948470398375
995,15.89495209964411
996,15.424948470398375
997,15.424948470398375
998,18.420680743952367
999,18.31532022829454
1000,18.132998671500584
1001,17.034386382832476
1002,14.914122846632385
1003,12.611537753638338
1004,17.37085861945369
1005,17.216707939626428
1006,17.909855120186375
1007,17.216707939626428
1008,17.37085861945369
1009,16.811242831518264
1010,15.60727002719233
1011,17.034386382832476
1012,16.811242831518264
1013,16.11809565095832
1014,17.37085861945369
1015,16.454567887579532
1016,15.424948470398375
1017,17.50439001207821
1018,17.37085861945369
1019,16.588099280204055
1020,16.11809565095832
1021,15.424948470398375
1022,16.90655301132259
1023,17.034386382832476
1024,17.216707939626428
1025,17.72753356339242
1026,17.034386382832476
1027,16.811242831518264
1028,16.454567887579532
1029,13.122363377404328
1030,17.37085861945369
1031,16.523560759066484
1032,16.454567887579532
1033,15.60727002719233
1034,15.60727002719233
1035,14.914122846632385
1036,16.012735135300492
1037,14.914122846632385
1038,17.50439001207821
1039,14.508657738524219
1040,17.72753356339242
1041,14.73180128983843
1042,14.508657738524219
1043,13.815510557964274
1044,17.034386382832476
1045,15.201804919084164
1046,14.914122846632385
1047,13.815510557964274
1048,13.458835614025542
1049,17.50439001207821
1050,15.60727002719233
1051,17.034386382832476
1052,12.89921982609012
1053,16.70588231586044
1054,16.300417207752275
1055,15.424948470398375
1056,14.914122846632385
1057,17.622173047734595
1058,15.424948470398375
1059,14.914122846632385
1060,14.73180128983843
1061,16.523560759066484
1062,14.914122846632385
1063,14.914122846632385
1064,17.034386382832476
1065,14.73180128983843
1066,15.201804919084164
1067,14.914122846632385
1068,14.914122846632385
1069,16.454567887579532
1070,15.60727002719233
1071,15.201804919084164
1072,13.815510557964274
1073,16.811242831518264
1074,17.034386382832476
1075,13.815510557964274
1076,17.034386382832476
1077,14.22097566607244
1078,17.216707939626428
1079,16.811242831518264
1080,14.914122846632385
1081,14.914122846632385
1082,15.60727002719233
1083,15.424948470398375
1084,15.068273526459642
1085,14.73180128983843
1086,13.815510557964274
1087,17.216707939626428
1088,14.914122846632385
1089,14.73180128983843
1090,15.89495209964411
1091,14.73180128983843
1092,16.454567887579532
1093,16.811242831518264
1094,16.70588231586044
1095,16.11809565095832
1096,14.508657738524219
1097,16.588099280204055
1098,16.454567887579532
1099,15.60727002719233
1100,13.122363377404328
1101,15.761420707019587
1102,15.201804919084164
1103,14.914122846632385
1104,14.73180128983843
1105,14.22097566607244
1106,13.592367006650065
1107,16.523560759066484
1108,16.012735135300492
1109,15.424948470398375
1110,13.997832114758229
1111,12.206072645530174
1112,15.761420707019587
1113,15.761420707019587
1114,15.424948470398375
1115,15.424948470398375
1116,13.997832114758229
1117,12.765688433465597
1118,17.14771506813948
1119,16.454567887579532
1120,15.068273526459642
1121,14.22097566607244
1122,16.811242831518264
1123,16.523560759066484
1124,16.300417207752275
1125,15.60727002719233
1126,16.523560759066484
1127,14.508657738524219
1128,14.22097566607244
1129,14.22097566607244
1130,16.811242831518264
1131,15.60727002719233
1132,14.508657738524219
1133,16.300417207752275
1134,15.830413578506539
1135,15.201804919084164
1136,16.11809565095832
1137,15.830413578506539
1138,16.300417207752275
1139,15.201804919084164
1140,14.914122846632385
1141,15.201804919084164
1142,16.012735135300492
1143,16.012735135300492
1144,15.201804919084164
1145,14.508657738524219
1146,12.206072645530174
1147,15.424948470398375
1148,14.914122846632385
1149,16.300417207752275
1150,16.012735135300492
1151,15.60727002719233
1152,15.60727002719233
1153,16.811242831518264
1154,16.11809565095832
1155,13.592367006650065
1156,16.523560759066484
1157,16.454567887579532
1158,16.11809565095832
1159,13.815510557964274
1160,14.508657738524219
1161,13.122363377404328
1162,14.914122846632385
1163,14.403297222866392
1164,14.403297222866392
1165,15.60727002719233
1166,16.012735135300492
1167,14.914122846632385
1168,14.73180128983843
1169,14.508657738524219
1170,17.216707939626428
1171,16.012735135300492
1172,16.523560759066484
1173,14.914122846632385
1174,13.122363377404328
1175,17.216707939626428
1176,17.034386382832476
1177,14.73180128983843
1178,14.73180128983843
1179,14.508657738524219
1180,16.811242831518264
1181,14.73180128983843
1182,13.815510557964274
1183,12.89921982609012
1184,14.73180128983843
1185,15.424948470398375
1186,14.73180128983843
1187,13.592367006650065
1188,15.89495209964411
1189,16.300417207752275
1190,14.508657738524219
1191,14.22097566607244
1192,13.122363377404328
1193,16.523560759066484
1194,13.997832114758229
1195,16.11809565095832
1196,15.60727002719233
1197,15.201804919084164
1198,12.611537753638338
1199,16.012735135300492
1200,15.60727002719233
1201,14.403297222866392
1202,15.89495209964411
1203,14.508657738524219
1204,14.403297222866392
1205,14.22097566607244
1206,14.22097566607244
1207,16.11809565095832
1208,16.523560759066484
1209,15.201804919084164
1210,15.424948470398375
1211,16.11809565095832
1212,15.424948470398375
1213,14.914122846632385
1214,14.508657738524219
